id_transacao,data_da_venda,nome_produto,categoria_prod,qtd_vendida,preco_unitario,uf_cliente,id_cliente,forma_pagamento
TRN-5793,04-29-2026,Mouse Sem Fio,Perifericos,4,112.81, GO ,4832,Boleto Bancario
39053,2026-03-22,Notebook X,Eletronicos,3 pcs,BRL 3630.74,MG,7667,Boleto Bancario
TRN-44261,06-18-2026,  Smartphone Y ,Eletronicos,15,sem preco, BA ,2348,Boleto Bancario
TRN-293,2026/05/01 00:00:00,Fone de Ouvido,Audio,4,169.6679524084987,PR,5300,Boleto Bancario
TRN-17770,08/02/2026,Tablet Z,Eletronicos,3,1260.02,SP,ID-1164,Boleto Bancario
TRN-36736,N/A,,Eletronicos,11 pcs,3367.66,SP,5882,PIX
TRN-24804,01-14-2026,Teclado Mecanico,Perifericos,1,"242,73",PR,8434,BOLETO BANCARIO
TRN-20530,02.05.26,Monitor 24,Perifericos,,853.17,MG,7217,Pix
TRN-9145,21/04/2026,  Smartphone Y ,eletronicos,5,BRL 2265.92,PR,3376,Pix
TRN-28122,01-26-2026,Monitor 24,,-11,809.81,pe,5194,Boleto Bancario
TRN-11105,10.06.26,Notebook X,Eletronicos,15,"R$ 3.416,37",RJ,9971,Pix
TRN-39679,2026/06/22 00:00:00,notebook x,ND,,sem preco,RS,8187 ,Cartao de Credito
TRN-21450,02-23-2026,,,5,127.45845742194764,GO,4780,Cartao de Credito
TRN-33425,17.03.26,Tablet Z,eletronicos,6,"1265,81",MG,4580,Cartao de Credito
TRN-33760,21/03/2026,Smartphone Y,ND,12.0,"2055,75",PE-,8515,Pix
TRN-36883,2026-05-26,Mouse Sem Fio,,9 pcs,128.75,SC-,1687,Boleto Bancario
TRN-12913,03-23-2026,TABLET Z,ND,4,1253.2660973603706, MG ,9700,Boleto Bancario
TRN-28475,2026-02-23,  Smartphone Y ,Eletronicos,4,"R$ 2.268,42",PE,9422,PIX
TRN-39747,2026/02/22 00:00:00,Monitor 24,Perifericos,14.0,BRL 824.89,GO,ID-9271,Cartao de Credito
TRN-49042,2026/04/02 00:00:00,,Eletronicos,5,1224.45,PR,5025,Pix
TRN-15526,06-12-2026,Sm@rtphon3 Y,,7,sem preco,MG,2504,Boleto Bancario
TRN-8454,02-24-2026,,eletronicos,6,"3605,07",rs,ID-5904,Pix
TRN-39888,06-30-2026,teclado mecanico,Perifericos,6,BRL 230.05,Sao Paulo,8302,cartao de credito
TRN-14651,01/03/2026,Tablet Z,eletronicos,6,1176.5644623563494,PR,1075,PIX
TRN-13135,N/A,Teclado Mecanico,,4,"267,08",pr,5829,Cartao de Credito
TRN-47393,2026/02/18 00:00:00,Fone de Ouvido,,5,172.56,PE,7853,Boleto Bancario
TRN-12150,2026-04-27,Tablet Z,Eletronicos,11,1296.208494621667,MG,1124,Pix
TRN-14944,13/05/2026,Notebook X,Eletronicos,3,"R$ 3.530,85", CE ,1969,BOLETO BANCARIO
TRN-22749,13.03.26,,Perifericos,-12,130.8522426117772,Sao Paulo,3686,boleto bancario
TRN-3574,2026-06-12,notebook x,ND,3,3424.50, RJ ,ID-8804,Boleto Bancario
TRN-35790,11/03/2026,  Mouse Sem Fio ,Perifericos,3,"130,12",rs,4887,BOLETO BANCARIO
TRN-46378,02-11-2026,,,11,"173,16",GO,1312,Cartao de Credito
TRN-5987,2026/05/16 00:00:00,MONITOR 24,Perifericos,8,"860,92",MG,6859,cartao de credito
TRN-3529,10.04.26,SMARTPHONE Y,Eletronicos,1,"2118,86",MG,3966,
TRN-3937,2026/04/25 00:00:00,Tablet Z,Eletronicos,13,"R$ 1.314,15",GO,3185,boleto bancario
TRN-43089,2026/05/03 00:00:00,SMARTPHONE Y,Eletronicos,1,2229.4234167311038,SP,7621,Cartao de Credito
TRN-16190,24.05.26,  Notebook X ,ND,9,BRL 3484.17,MG,7062,Cartao de Credito
TRN-39604,22/05/2026,fone de ouvido,Audio,4,"192,89",RJ,8451,Boleto Bancario
TRN-29474,02-12-2026,Tablet Z,Eletronicos,6,1180.829481465623,RJ,7618,Pix
TRN-47179,06-10-2026,smartphone y,Eletronicos,4,BRL 2201.54,PE,4046,Pix
TRN-13786,08/02/2026,Mous3 S3m Fio,Perifericos,8,BRL 109.92,PR,8430,cartao de credito
TRN-22940,14/03/2026,  Teclado Mecanico ,perifericos,2,"R$ 241,40",ba,6489,cartao de credito
TRN-28072,03-17-2026,TECLADO MECANICO,Perifericos,12,BRL 266.83,GO,9944,Pix
TRN-38385,2026/01/03 00:00:00,MONITOR 24,Perifericos,15,723.4872246484496,BA,ID-3670,Pix
TRN-31633,N/A,Fone de Ouvido,Audio,8,sem preco,RJ,2708,Pix
TRN-34220,06.02.26,smartphone y,Eletronicos,5,"R$ 1.891,72",RS,1259,Pix
TRN-25816,25.04.26,teclado mecanico,Perifericos,4,242.59028487400863,PR,7137,Pix
TRN-16965,02-16-2026,Fone de Ouvido,Audio,-13,"167,74",GO,4011,Boleto Bancario
TRN-7479,29.01.26,Mouse Sem Fio,Perifericos,7,"123,78",pe,2077,CC
TRN-30133,05/04/2026,Tablet Z,,7,1104.36, RS ,4581,
TRN-24542,N/A,Teclado Mecanico,perifericos,-14,"255,29",rs,4810,Pix
TRN-4237,23/02/2026,NOTEBOOK X,Eletronicos,14,BRL 3444.63,MG,3794,pix
TRN-49007,2026/02/21 00:00:00,Mous3 S3m Fio,Perifericos,15,"113,38",mg,7715 ,Pix
TRN-9669,2026/02/15 00:00:00,Smartphone Y,eletronicos,3,"2096,94",BA,9046,Boleto Bancario
TRN-22754,23.01.26,Mouse Sem Fio,Perifericos,13,131.33,SC-,6294 ,Cartao de Credito
TRN-41196,01-28-2026,Tablet Z,Eletronicos,11,1304.2068768862162,sp,1995,Pix
TRN-2685,2026-05-16,Mouse Sem Fio,,4,BRL 118.48,RS,9949,cartao de credito
TRN-29847,2026-01-11,TABLET Z,Eletronicos,1,1083.4645229854134,GO-,2129 ,Pix
TRN-9603,N/A,MOUSE SEM FIO,Perifericos,7,BRL 125.02,PE,6635,Cartao de Credito
TRN-17666,01/05/2026,Smartphone Y,,9,BRL 2292.98,BA-,5803,Pix
TRN-7642,2026-05-29,Monitor 24,Perifericos,12,805.28,RS,2006,Boleto Bancario
TRN-1511,25.05.26,,Audio,4,"R$ 170,00",sc,ID-3015,Pix
TRN-12249,12.05.26,,Eletronicos,2,"R$ 1.092,75",RS,7820,pix
TRN-31978,01-05-2026,notebook x,Eletronicos,4,"R$ 3.172,84",PE,9181,Pix
TRN-20694,2026/02/18 00:00:00,Tablet Z,Eletronicos,-15,BRL 1118.13,PR,9437,PIX
TRN-33366,28/06/2026,Notebook X,Eletronicos,2,sem preco,PR,3770,Pix
TRN-16680,02-04-2026,Mous3 S3m Fio,Perifericos,8,125.20,RJ,5221,Pix
TRN-26009,23/03/2026,notebook x,Eletronicos,2,"3397,93",GO,6274,Boleto Bancario
TRN-28770,2026/01/21 00:00:00,,Eletronicos,4,"R$ 2.172,74",SC,4673,Cartao de Credito
TRN-898,2026-05-06,Tablet Z,Eletronicos,11,BRL 1146.17, RS ,4843,CARTAO DE CREDITO
TRN-25136,04-25-2026,,Eletronicos,1,2141.49,RJ,9226,Boleto Bancario
TRN-1099,21.03.26,Fon3 d3 Ouvido,Audio,13.0,167.02,BA,7671,Cartao de Credito
TRN-714,15/03/2026,Tablet Z,Eletronicos,12.0,1303.76,go,7169,Boleto Bancario
TRN-43302,05-07-2026,  Notebook X ,Eletronicos,3.0,BRL 3183.28,GO,ID-4007,Boleto Bancario
TRN-32386,01-24-2026,Fon3 d3 Ouvido,Audio,14,sem preco,Minas Gerais,2401,Pix
TRN-45790,24.05.26,  Tablet Z ,Eletronicos,13,"1157,16", PR ,5979,pix
TRN-15546,01-11-2026,smartphone y,,,"R$ 2.162,25",RS,6923,Pix
TRN-49274,2026-03-25,T3cl@do M3c@nico,Perifericos,14,261.4449464737547,BA-,5759,Boleto Bancario
TRN-27473,21.06.26,Tablet Z,eletronicos,1,1155.80,GO,5520,
TRN-2511,28.02.26,Teclado Mecanico,Perifericos,11,sem preco, CE ,8511,Pix
TRN-30859,05/03/2026,Mouse Sem Fio,Perifericos,2,124.59,SC,1428,pix
TRN-36234,2026-05-14,,Audio,15,"R$ 164,26",sp,3722,Cartao de Credito
TRN-37462,2026-02-01,Teclado Mecanico,perifericos,-6,"R$ 246,31",CE,6588,CARTAO DE CREDITO
TRN-37357,20.06.26,TABLET Z,ND,3,"R$ 1.118,59",CE,3484 ,Pix
TRN-14844,01-31-2026,Tablet Z,Eletronicos,,1174.47,BA,2924,pix
TRN-17764,2026-03-12,Smartphone Y,eletronicos,7,1931.02, PE ,7498 ,Cartao de Credito
TRN-40514,N/A,Fone de Ouvido,ND,9,sem preco, GO ,5381,cartao de credito
TRN-46821,17/03/2026,Smartphone Y,Eletronicos,13 pcs,"1934,74",pr,9591,Pix
TRN-36548,02-09-2026,Teclado Mecanico,Perifericos,6,sem preco,GO,4968,Cartao de Credito
TRN-11120,2026-05-15,,Eletronicos,12 pcs,3234.21,SP,1837,BOLETO BANCARIO
TRN-32565,2026-02-07,Smartphone Y,,3,1998.1237989502395,RS,2156,Pix
TRN-20920,12/03/2026,Teclado Mecanico,Perifericos,4,BRL 243.89,MG,4186,Cartao de Credito
TRN-8771,21/01/2026,,Perifericos,6.0,"R$ 249,62",SP,6404,Cartao de Credito
TRN-18580,05-26-2026,Smartphone Y,Eletronicos,1,1929.65,CE,8926 ,Pix
TRN-17708,2026-04-23,FONE DE OUVIDO,Audio,2,"167,66",RS,1268,Pix
TRN-34088,29/03/2026,Smartphone Y,ND,1,"2040,33",go,4758,Boleto Bancario
TRN-22832,06-25-2026,Tablet Z,Eletronicos,7,"R$ 1.193,84", GO ,8529,boleto bancario
TRN-10184,2026-01-18,Mouse Sem Fio,Perifericos,1,"128,73",SP,8239,pix
TRN-40153,08/06/2026,Not3book X,eletronicos,8,"R$ 3.183,18",CE-,5667,Cartao de Credito
TRN-37665,08.01.26,Mouse Sem Fio,ND,4,"116,87",GO,9673,Boleto Bancario
TRN-6456,N/A,Fon3 d3 Ouvido,Audio,9.0,176.53,BA,9895,Cartao de Credito
TRN-18029,2026-03-30,Teclado Mecanico,Perifericos,2,259.26,PE,ID-1789,
TRN-20029,01-11-2026,  Fone de Ouvido ,Audio,-15,197.36490224770844,RS,9995,Pix
TRN-43505,03-04-2026,NOTEBOOK X,Eletronicos,3,"3796,08", PE ,5993,Cartao de Credito
TRN-36702,23.04.26,Mouse Sem Fio,perifericos,13.0,117.00,MG,8796 ,Pix
TRN-19531,N/A,Smartphone Y,Eletronicos,7,2169.50,RJ,ID-1389,Pix
TRN-44631,02-05-2026,  Fone de Ouvido ,Audio,11,"R$ 166,81", BA ,4665,BOLETO BANCARIO
27911,04.03.26,Fone de Ouvido,Audio,6,sem preco,RJ,1918,Pix
TRN-11550,01-15-2026,,perifericos,12,233.28,RS,8586,Boleto Bancario
TRN-32425,2026/01/02 00:00:00,Tablet Z,Eletronicos,13,1143.79,rs,6937,Boleto Bancario
TRN-49265,04-07-2026,,ND,9,"3760,03",PE,8869,Pix
TRN-48299,01-22-2026,Teclado Mecanico,ND,1,271.3173424309109, GO ,7364,Cartao de Credito
TRN-39905,18/01/2026,  Teclado Mecanico ,Perifericos,10,273.99,SP,9269,Pix
TRN-22712,2026-01-13,,Perifericos,15,739.3139506119819,BA,5571,Pix
TRN-35774,N/A,Monitor 24,Perifericos,13,"R$ 859,98",SC,4157,pix
TRN-23307,2026/02/15 00:00:00,  Fone de Ouvido ,,8,"R$ 178,34",ce,6035 ,Pix
TRN-24173,2026-05-15,Mouse Sem Fio,Perifericos,8,"R$ 128,65",PE,9975,PIX
TRN-26080,2026-03-11,Tablet Z,ND,13,BRL 1261.95,MG,6550,Boleto Bancario
TRN-40902,15/05/2026,Mouse Sem Fio,ND,4,"126,36", MG ,9730,Cartao de Credito
TRN-35056,21/03/2026,smartphone y,eletronicos,14,"R$ 2.249,63",BA,8175,cartao de credito
47441,05/02/2026,Teclado Mecanico,Perifericos,1,234.05646840849982,PR,8098,Boleto Bancario
TRN-44952,19/02/2026,Mous3 S3m Fio,Perifericos,15,109.83,go,6038 ,
TRN-35674,2026-02-10,Tablet Z,,8,"R$ 1.208,50",PR-,7391,Pix
TRN-12653,2026/04/03 00:00:00,,Audio,7,"R$ 180,31", SP ,2203,CARTAO DE CREDITO
TRN-30114,18/02/2026,NOTEBOOK X,Eletronicos,9,3841.75,GO,ID-6406,CC
48358,24/03/2026,MOUSE SEM FIO,Perifericos,9,BRL 119.79,PE,7252,Pix
TRN-343,04-13-2026,TECLADO MECANICO,perifericos,3,256.97,GO,8630,
TRN-17418,28/05/2026,Mouse Sem Fio,ND,13,125.26,RS,2852,PIX
TRN-12232,2026/02/15 00:00:00,Fone de Ouvido,Audio,10,"188,34",ce,1931,Boleto Bancario
TRN-41317,12.06.26,Mouse Sem Fio,Perifericos,5,116.12,RS-,6024,Boleto Bancario
TRN-10091,01-09-2026,MOUSE SEM FIO,Perifericos,6,"R$ 114,33",PE,7015,Pix
TRN-34682,2026/04/29 00:00:00,TECLADO MECANICO,Perifericos,7,270.14,ba,9691,Cartao de Credito
TRN-10813,2026/02/14 00:00:00,monitor 24,Perifericos,8,"856,10",SP,5871,Boleto Bancario
TRN-26431,17.04.26,Monitor 24,Perifericos,4,"R$ 829,69",BA,5623,Boleto Bancario
TRN-11473,15.03.26,Monitor 24,,4,"756,98",SP,4548 ,Boleto Bancario
TRN-5097,22/02/2026,  Smartphone Y ,Eletronicos,5,"2034,04",RS,3926,Pix
TRN-3948,30.06.26,,,8,238.22,MG-,6505,Cartao de Credito
TRN-46931,05-27-2026,  Smartphone Y ,Eletronicos,3,1946.2558080007059,PE,2873,Cartao de Credito
TRN-47098,01.04.26,Tablet Z,Eletronicos,3,1236.3132435449638,CE,ID-5291,Boleto Bancario
TRN-41301,11/04/2026,  Tablet Z ,Eletronicos,9,1260.5352922610175,Sao Paulo,2472 ,Cartao de Credito
TRN-28654,2026-01-04,SMARTPHONE Y,Eletronicos,6,2257.78,SC,3629,BOLETO BANCARIO
TRN-21248,02-25-2026,Notebook X,Eletronicos,3,BRL 3740.55,SC,8885 ,Boleto Bancario
TRN-9877,07.04.26,,Eletronicos,11,"R$ 2.106,36", PR ,2718,Cartao de Credito
TRN-40456,01-21-2026,,Perifericos,14,BRL 118.56,PE,1415,Boleto Bancario
TRN-42915,03-28-2026,Tablet Z,Eletronicos,12,"R$ 1.263,00",SP-,9816,Boleto Bancario
TRN-34974,2026/02/13 00:00:00,Mouse Sem Fio,ND,6,117.71874450656385,MG,7413,Cartao de Credito
TRN-26598,02/03/2026,  Teclado Mecanico ,Perifericos,2,268.87,BA-,7669,Cartao de Credito
TRN-13715,2026-03-02,  Tablet Z ,Eletronicos,2,BRL 1136.68,pr,8685,Boleto Bancario
TRN-45502,2026-03-25,Notebook X,Eletronicos,8,3574.2259302894154,GO,5481,Pix
TRN-5550,2026/06/20 00:00:00,NOTEBOOK X,Eletronicos,15.0,"3560,80",PR,5337 ,Cartao de Credito
TRN-32443,2026/04/20 00:00:00,Notebook X,,11,BRL 3307.08,RS,6621,cartao de credito
TRN-13563,05-30-2026,Notebook X,Eletronicos,3,"R$ 3.580,92",SP,6850 ,Cartao de Credito
TRN-40535,05-30-2026,,Eletronicos,6,"R$ 3.833,10",pr,5382,Boleto Bancario
TRN-12848,07.02.26,Monitor 24,Perifericos,11,"772,12",CE,5619,CARTAO DE CREDITO
TRN-31882,2026/01/15 00:00:00,FONE DE OUVIDO,Audio,14,BRL 189.23,SC,2743 ,Boleto Bancario
TRN-36860,06/02/2026,Fon3 d3 Ouvido,Audio,6,"185,46",RS,5665,Boleto Bancario
TRN-20968,2026-03-18,Smartphone Y,Eletronicos,13,"2272,39",SP,2537,Boleto Bancario
TRN-1426,2026-03-22,MONITOR 24,perifericos,15,sem preco,pe,5717,CC
TRN-38997,24.05.26,  Tablet Z ,Eletronicos,9 pcs,"R$ 1.177,44",RS,ID-8239,Boleto Bancario
TRN-33279,2026-01-16,Monitor 24,perifericos,-11,"R$ 841,18",RS,2247,BOLETO BANCARIO
TRN-37388,2026/03/20 00:00:00,Smartphone Y,ND,10,BRL 1956.35,PE,9598,Cartao de Credito
TRN-11731,03-11-2026,Tablet Z,Eletronicos,7,sem preco,mg,6764,Pix
TRN-8251,09.03.26,,Perifericos,14,"R$ 118,72",go,6717,Cartao de Credito
TRN-47794,2026-05-30,MOUSE SEM FIO,perifericos,4,BRL 108.39,BA,5831,Cartao de Credito
TRN-43974,2026-02-28,Fone de Ouvido,Audio,3 pcs,"184,39",RS,6084,Pix
48961,30.04.26,Monitor 24,,13,722.9000745827963,PR,3274,BOLETO BANCARIO
TRN-19599,2026-01-09,,Eletronicos,8,"R$ 2.031,43", SC ,9133,Boleto Bancario
TRN-49000,05.05.26,Fone de Ouvido,audio,8,166.09,CE,3471,Boleto Bancario
TRN-21602,2026/06/02 00:00:00,fone de ouvido,,14,179.76,MG,9539,Pix
TRN-1913,23.03.26,Mouse Sem Fio,Perifericos,2,sem preco,SC,3846,Cartao de Credito
TRN-27998,10/02/2026,Fone de Ouvido,Audio,14,"R$ 190,91",GO,1149,pix
TRN-17593,2026-05-30,  Notebook X ,,3.0,3703.01,PE,5536,Cartao de Credito
TRN-15934,03/01/2026,TECLADO MECANICO,Perifericos,4,BRL 242.87,GO,2993,Boleto Bancario
TRN-536,2026/02/11 00:00:00,fone de ouvido,audio,14,"176,79",RJ,6444,Cartao de Credito
TRN-25192,01/01/2026,Fone de Ouvido,Audio,14,"180,36",RJ-,6925,Cartao de Credito
TRN-21191,07/01/2026,smartphone y,Eletronicos,8,2149.18,PR,ID-9763,Boleto Bancario
TRN-29694,11.06.26,Monitor 24,Perifericos,12.0,782.7493228817392,pr,8972,Boleto Bancario
TRN-14201,05.04.26,,,13,BRL 164.24,SC,3763,Boleto Bancario
35714,24.04.26,,ND,14,3736.40,CE,3203,Pix
TRN-44258,2026/05/20 00:00:00,Notebook X,Eletronicos,7,3431.17,CE,1491,Pix
TRN-37529,2026-06-28,Fone de Ouvido,Audio,3,197.85,SC,3051,Boleto Bancario
TRN-26060,15.06.26,Mouse Sem Fio,perifericos,1,BRL 115.76,BA,4143,Cartao de Credito
38086,2026-06-20,Fone de Ouvido,Audio,6,"170,67",Sao Paulo,4263,CARTAO DE CREDITO
TRN-49681,2026/05/28 00:00:00,Teclado Mecanico,Perifericos,14,"R$ 236,33",PR,8311 ,Pix
TRN-3212,2026-02-14,fone de ouvido,audio,2,BRL 191.38,MG,6592,Pix
TRN-3704,2026-01-17,Smartphone Y,Eletronicos,14,2221.92,SP,ID-2117,Cartao de Credito
TRN-5973,06-15-2026,T3cl@do M3c@nico,Perifericos,13,BRL 274.53,PR,7043,Pix
TRN-45761,06/05/2026,  Monitor 24 ,Perifericos,2,820.40,RS,5006,
TRN-32584,2026-02-28,Monitor 24,,3,795.3759762831937,SP,2250,pix
TRN-22516,05-12-2026,,Eletronicos,10,1134.768104360868,CE,1110,Cartao de Credito
TRN-31338,2026-01-11,Smartphone Y,Eletronicos,11,BRL 2256.60,pe,6142 ,Cartao de Credito
TRN-14609,2026-06-04,Smartphone Y,Eletronicos,2,sem preco, PE ,9007,
TRN-46977,01-12-2026,Notebook X,Eletronicos,8,3715.78, GO ,6833 ,boleto bancario
TRN-20048,02-28-2026,T3cl@do M3c@nico,Perifericos,7,"231,34",RS,7708,Boleto Bancario
TRN-21221,2026-05-26,Teclado Mecanico,Perifericos,,"R$ 246,78",BA,ID-9060,Boleto Bancario
TRN-2050,16/03/2026,FONE DE OUVIDO,Audio,11,"R$ 186,27",PR,3968,Boleto Bancario
30851,22.05.26,Tablet Z,Eletronicos,10,1270.14,mg,1374,
TRN-48023,2026/01/27 00:00:00,,Audio,8,"184,02",SP,3869,Cartao de Credito
TRN-28906,14/04/2026,TABLET Z,ND,-14,BRL 1105.75,SP,ID-9526,PIX
TRN-25338,2026-01-02,Monitor 24,,4,771.55,SP,6255,CARTAO DE CREDITO
TRN-25436,02-15-2026,Teclado Mecanico,Perifericos,-11,269.8218560711865,MG,8965,Pix
TRN-29170,20.03.26,T3cl@do M3c@nico,Perifericos,14,BRL 249.64, MG ,1576,Pix
TRN-31229,06/01/2026,Fon3 d3 Ouvido,Audio,1,"R$ 165,44",SC,9228,boleto bancario
TRN-23917,08.02.26,Mouse Sem Fio,Perifericos,,sem preco,CE,8794 ,Boleto Bancario
TRN-44805,04-26-2026,Tablet Z,Eletronicos,-15,BRL 1222.49,GO,1370,Pix
TRN-27674,06-17-2026,Fon3 d3 Ouvido,Audio,5,174.75623832598595,PE,4498 ,
TRN-45469,2026/05/11 00:00:00,Fone de Ouvido,Audio,2,"169,52",SC,4586,Pix
TRN-47265,2026/02/05 00:00:00,Mous3 S3m Fio,Perifericos,15,BRL 118.98,SC,ID-9210,Pix
TRN-10842,08.03.26,,ND,8.0,BRL 3525.57,SC,3270,Cartao de Credito
TRN-25575,N/A,teclado mecanico,Perifericos,7,230.10,CE-,2802,cartao de credito
TRN-18420,2026-03-24,Teclado Mecanico,ND,7,"R$ 253,03",GO,8650,Boleto Bancario
TRN-10372,N/A,MOUSE SEM FIO,Perifericos,11,"R$ 111,04",CE-,6373,Boleto Bancario
TRN-32283,2026-02-05,Teclado Mecanico,perifericos,15,"228,07", PE ,1492 ,Cartao de Credito
TRN-37268,11.06.26,Teclado Mecanico,Perifericos,,227.865470604842,SC,7753,Cartao de Credito
TRN-11525,14/01/2026,,Perifericos,12,126.65826411344447, PE ,5306,Boleto Bancario
TRN-47047,05-13-2026,Smartphone Y,Eletronicos,3,BRL 2003.00, BA ,7910,Pix
TRN-26385,2026/02/05 00:00:00,,Perifericos,6,117.73,MG,7858,cartao de credito
TRN-26577,2026/06/19 00:00:00,T@bl3t Z,ND,7,BRL 1124.27,BA,5234,Pix
TRN-26240,01-11-2026,Tablet Z,Eletronicos,1,1163.72,BA,6032,Boleto Bancario
TRN-2083,2026/04/04 00:00:00,Smartphone Y,Eletronicos,,BRL 1961.86,BA,7521 ,Cartao de Credito
TRN-16666,2026/04/13 00:00:00,Fone de Ouvido,Audio,2,173.75,GO,1064,Cartao de Credito
TRN-25369,19.02.26,MOUSE SEM FIO,perifericos,-3,BRL 111.91,Rio de Janeiro,5278,Cartao de Credito
TRN-33574,2026/06/09 00:00:00,Monitor 24,Perifericos,11,"779,08",BA,8963,Boleto Bancario
TRN-21774,03/05/2026,MONITOR 24,Perifericos,15,"762,46", BA ,6703,Boleto Bancario
TRN-19,2026/02/18 00:00:00,Teclado Mecanico,Perifericos,3,255.39,SC,5303,Cartao de Credito
TRN-39285,22/03/2026,tablet z,Eletronicos,11,BRL 1154.52,CE,5506 ,Pix
TRN-41854,2026-04-16,Mouse Sem Fio,Perifericos,11,"R$ 126,87",CE,4816,Pix
TRN-282,01/04/2026,Tablet Z,Eletronicos,8,"1230,04",SP,4288,Pix
TRN-49382,2026-01-21,Tablet Z,Eletronicos,14,"1288,56",RS,5305,Pix
TRN-19252,2026/05/18 00:00:00,Monitor 24,Perifericos,1 pcs,761.33,pe,7328,Pix
TRN-48345,05/05/2026,  Mouse Sem Fio ,Perifericos,2,126.26,RJ,8519,PIX
TRN-21818,05-21-2026,Monitor 24,perifericos,9,731.23,SP,8818,boleto bancario
TRN-5425,16/01/2026,Fone de Ouvido,ND,11,BRL 172.83,BA,8534,Cartao de Credito
TRN-212,18.04.26,Fon3 d3 Ouvido,Audio,7 pcs,sem preco,PR,7377,Pix
TRN-6464,27.01.26,Teclado Mecanico,perifericos,3,BRL 274.25,PR,6582,Boleto Bancario
TRN-24580,28/03/2026,,Perifericos,13,843.35,BA,5459,cartao de credito
TRN-39407,05-07-2026,Fone de Ouvido,Audio,15,"R$ 188,77", CE ,7547,Boleto Bancario
16744,2026/04/12 00:00:00,teclado mecanico,Perifericos,1 pcs,250.38, PE ,6020,cartao de credito
TRN-16719,2026-01-14,Teclado Mecanico,Perifericos,5,sem preco,RS,1183 ,pix
TRN-14356,03-30-2026,Smartphone Y,,,BRL 2255.47,RS,3348,Pix
TRN-19199,05-07-2026,  Notebook X ,eletronicos,6,BRL 3569.43,Minas Gerais,4727,Cartao de Credito
TRN-7455,N/A,Teclado Mecanico,Perifericos,2,264.30,CE-,4444,Cartao de Credito
TRN-49898,2026-06-30,MOUSE SEM FIO,,6,"131,42",ce,7940,CARTAO DE CREDITO
TRN-22866,2026-03-19,Smartphone Y,Eletronicos,14,BRL 2036.98,CE,5808,Boleto Bancario
TRN-11548,04-27-2026,smartphone y,ND,7 pcs,"2208,27", BA ,9648,Pix
TRN-5078,03/06/2026,T3cl@do M3c@nico,Perifericos,1,"259,22",MG,9478,pix
TRN-28127,03-10-2026,MOUSE SEM FIO,Perifericos,9,sem preco,SC,4754,Cartao de Credito
21714,2026/06/26 00:00:00,T3cl@do M3c@nico,Perifericos,11,"225,53",PE-,9502,Cartao de Credito
TRN-32114,19.03.26,Not3book X,Eletronicos,3,3388.28, PE ,7151,Cartao de Credito
TRN-10948,27.01.26,Teclado Mecanico,Perifericos,-8,272.5479064766091, BA ,8278,Cartao de Credito
TRN-48433,2026/06/17 00:00:00,Monitor 24,Perifericos,2,"811,75",GO,2741,Boleto Bancario
TRN-44135,2026/06/17 00:00:00,,Eletronicos,5,3200.9303707450745,pr,6915,Cartao de Credito
TRN-8317,N/A,Monitor 24,,6,BRL 755.38,RS,2029,Cartao de Credito
TRN-37322,04-28-2026,MONITOR 24,Perifericos,2.0,"R$ 792,87",PR,ID-4186,Cartao de Credito
TRN-37898,06-09-2026,Fone de Ouvido,Audio,1 pcs,"R$ 197,58",RJ,9549,Boleto Bancario
TRN-11477,31.03.26,Mouse Sem Fio,perifericos,7,"R$ 120,87",PR,2167 ,
TRN-24739,21.01.26,,,10,BRL 1176.62, RJ ,1034,PIX
TRN-24821,01-02-2026,NOTEBOOK X,Eletronicos,11,"3569,06",MG,8963,CC
TRN-28714,2026/03/21 00:00:00,Notebook X,Eletronicos,10,BRL 3241.10,BA-,1280,Boleto Bancario
TRN-24960,02-26-2026,Monitor 24,Perifericos,14,"879,37",BA,8424,Boleto Bancario
TRN-37617,2026-01-05,T3cl@do M3c@nico,Perifericos,4,"249,08",BA,7142,Pix
TRN-40137,01-12-2026,Fon3 d3 Ouvido,Audio,9,183.49,MG,4744,Boleto Bancario
TRN-27290,2026-03-16,  Teclado Mecanico ,ND,-7,"R$ 258,93",pe,ID-3734,Boleto Bancario
TRN-9104,28/01/2026,,ND,12,BRL 844.12,RS,1933,Cartao de Credito
TRN-25584,20.04.26,MONITOR 24,Perifericos,2,782.22,pr,2943,Boleto Bancario
TRN-26350,01.02.26,Smartphone Y,Eletronicos,9,2068.5907620713265, RS ,7118,Cartao de Credito
TRN-5601,05.02.26,Mouse Sem Fio,ND,,"108,78",GO,6579,Cartao de Credito
TRN-11730,N/A,Smartphone Y,Eletronicos,7,"R$ 2.105,37",PR,9134,Pix
TRN-16530,12/04/2026,teclado mecanico,Perifericos,14,"248,04",CE,9975,Pix
TRN-14436,2026/03/13 00:00:00,Smartphone Y,ND,,"R$ 2.158,16",MG,8094,Boleto Bancario
TRN-2922,06-06-2026,mouse sem fio,,8.0,"115,94",CE,ID-4149,Boleto Bancario
TRN-38370,03-30-2026,mouse sem fio,perifericos,6,"R$ 126,73", RJ ,5624,CARTAO DE CREDITO
TRN-43217,10.02.26,Fone de Ouvido,Audio,1,175.65162054983645,CE,9834,
TRN-31914,2026-06-01,Notebook X,Eletronicos,4,BRL 3666.02,BA,1236,Cartao de Credito
TRN-23519,05-23-2026,fone de ouvido,ND,2,BRL 177.55,BA,9575 ,Boleto Bancario
